"","Species","Performance metric","ms_mod_ssp245_OM__ms_run_fb40iter_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",98.7008791511621,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.457867023577151,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.737352828343066,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"47","Cod","Average Catch",16841.3601851186,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"48","Cod","Catch IAV",0.172484023328834,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"49","Cod","P(Closed)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"50","Cod","Avg SSB Relative MSE",0.501876868697165,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"51","Cod","Avg terminal SSB Relative MSE",0.106487372935845,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"52","Cod","EM: P(Fy > Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"53","Cod","EM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"54","Cod","OM: P(Fy > Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"55","Cod","OM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"60","Cod","OM: Terminal B",455600.336969357,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"61","Cod","OM: Terminal SSB",188771.197786376,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"62","Cod","OM: Terminal Dynamic SB0",292264.52982293,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"63","Cod","OM: Terminal SSB Depletion",188.96015794432,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.64138571326785,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"65","Cod","OM: Average SSB Depletion",0.588898006581068,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ssp245_OM","ms_run_fb40iter_EM","TRUE",200
