"","Species","Performance metric","ms_mod_ssp585_OM__ss_run_Tier3_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"24","Arrowtooth flounder","Average Catch",53546.2003889482,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"25","Arrowtooth flounder","Catch IAV",0.245382192484509,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.411030019666618,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.355972562161388,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0.067125,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.067125,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",580838.736773828,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",66228.4104563213,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",108569.525217649,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",66.2947051614828,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.609807165289386,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.560812306766194,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"47","Cod","Average Catch",23276.1077419105,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"48","Cod","Catch IAV",0.315653945770078,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"49","Cod","P(Closed)",0.03175,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.372177342958925,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0190000722826853,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0.0093125,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.010375,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0.2149375,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.0126875,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.01225,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.4235,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.0079375,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.01025,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"60","Cod","OM: Terminal B",349102.088015389,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"61","Cod","OM: Terminal SSB",138553.36730673,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",259838.290577973,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",138.692059366096,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.530769701602623,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.411317563883412,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ssp585_OM","ss_run_Tier3_EM","FALSE",200
