"","Species","Performance metric","ms_mod_ricker_ssp126_OM__ms_run_fb40_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"16","Pollock","OM: Terminal Dynamic SB0",206099.717681343,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"17","Pollock","OM: Terminal SSB Depletion",2.89082905228497,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"18","Pollock","OM: Terminal SSB Depletion (Dynamic)",0.00669529996370279,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"19","Pollock","OM: Average SSB Depletion",0.153620299734844,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"20","Pollock","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"21","Pollock","OM: SSB Collapse",173,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"22","Pollock","OM: SSB Collapse from F",173,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"23","Pollock","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"24","Arrowtooth flounder","Average Catch",80005.5221654784,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"25","Arrowtooth flounder","Catch IAV",0.409230643881614,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.623142303721131,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.0632926054051806,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0.0179375,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0.9625,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0.01325,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.9445625,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.01325,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",960897.200549476,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",172858.030767415,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",602678.018177442,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",173.031061829245,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.286324389637645,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.330516032542531,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"47","Cod","Average Catch",20371.7763786779,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"48","Cod","Catch IAV",0.160651469943704,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"49","Cod","P(Closed)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.493401367160492,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0967372009193541,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"60","Cod","OM: Terminal B",519374.688934337,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"61","Cod","OM: Terminal SSB",229072.481468917,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",324907.063147408,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",229.301783252169,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.701375197904184,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.6859998137544,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp126_OM","ms_run_fb40_EM","FALSE",200
