"","Species","Performance metric","ms_mod_ssp245_OM__ms_run_fb40_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0.962125,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.9435,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",828478.323630264,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",85765.8673257707,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",213651.93315639,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",85.8517190448155,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.40017652196541,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.419200985028784,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"47","Cod","Average Catch",17465.5305149219,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"48","Cod","Catch IAV",0.170672029574672,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"49","Cod","P(Closed)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.497281500768128,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.103022896950759,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"60","Cod","OM: Terminal B",458365.966036293,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"61","Cod","OM: Terminal SSB",190446.45867167,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",292262.854155841,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",190.637095767438,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.646827953834234,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.60704422614698,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ssp245_OM","ms_run_fb40_EM","FALSE",200
