"","Species","Performance metric","ms_mod_ricker_ssp585_OM__ss_run_dynamicTier3_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",6.25e-05,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0.0966875,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.00175,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.096625,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",126474.004999034,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",20090.8166167857,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",140290.29571695,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",20.11092754433,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.14235374194782,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.421899332103054,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"47","Cod","Average Catch",19421.8563551397,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"48","Cod","Catch IAV",0.237077963001207,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"49","Cod","P(Closed)",0.000375,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.384221843697366,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0213173399897923,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0.003375,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.000125,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0.30225,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.2145,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0030625,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.6008125,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.214375,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"60","Cod","OM: Terminal B",135257.278250486,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"61","Cod","OM: Terminal SSB",48104.4713258917,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",291688.011178762,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",48.1526239498416,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.16112183316914,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.31078570090003,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ss_run_dynamicTier3_EM","FALSE",200
