"","Species","Performance metric","ms_mod_ssp245_OM__ss_run_dynamicTier3_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",863884.148709947,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",107246.870374444,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",213653.212952355,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",107.354224599043,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.50083638727912,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.529316440246095,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"47","Cod","Average Catch",24957.6055721809,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"48","Cod","Catch IAV",0.228093806664991,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"49","Cod","P(Closed)",0.0005625,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.397819292999804,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0153453797653609,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0.004125,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.000125,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0.2595625,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.008375,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0039375,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.5148125,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.00825,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"60","Cod","OM: Terminal B",376568.194726571,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"61","Cod","OM: Terminal SSB",123598.582248837,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",292282.362207741,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",123.722304553391,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.417974150252367,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.382348777103735,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ssp245_OM","ss_run_dynamicTier3_EM","FALSE",200
