"","Species","Performance metric","ms_mod_ricker_OM__ms_run_fb40iter_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.00131578947368421,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"37","Arrowtooth flounder","OM: Terminal B",2085606.32799738,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"38","Arrowtooth flounder","OM: Terminal SSB",584322.15414481,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",705648.075832851,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",584.907061206016,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.826927116106851,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.837392936830944,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"47","Cod","Average Catch",21472.4202707983,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"48","Cod","Catch IAV",0.201920021490453,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"49","Cod","P(Closed)",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"50","Cod","Avg SSB Relative MSE",0.507358116273665,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"51","Cod","Avg terminal SSB Relative MSE",0.203896953353912,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"52","Cod","EM: P(Fy > Flimit)",0.0118421052631579,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"53","Cod","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"54","Cod","OM: P(Fy > Flimit)",0.012406015037594,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"55","Cod","OM: P(SSB < SSBlimit)",0.00093984962406015,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.00272556390977444,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.00328947368421053,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.00093984962406015,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"60","Cod","OM: Terminal B",587497.411278273,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"61","Cod","OM: Terminal SSB",247635.090812714,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"62","Cod","OM: Terminal Dynamic SB0",387539.602435775,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"63","Cod","OM: Terminal SSB Depletion",247.882973786501,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.635215952822241,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"65","Cod","OM: Average SSB Depletion",0.633357105445408,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
"69","Cod","OM: SSB Collapse FAIL",1,"ms_mod_ricker_OM","ms_run_fb40iter_EM","TRUE",133
