"","Species","Performance metric","ms_mod_ricker_ssp245_OM__ss_run_dynamicTier3_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"24","Arrowtooth flounder","Average Catch",35460.7642220316,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"25","Arrowtooth flounder","Catch IAV",0.0797926538159953,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"26","Arrowtooth flounder","P(Closed)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"27","Arrowtooth flounder","Avg SSB Relative MSE",0.351530643644925,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"28","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.373394510082765,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"29","Arrowtooth flounder","EM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"30","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"31","Arrowtooth flounder","OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"32","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"37","Arrowtooth flounder","OM: Terminal B",808538.174847839,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"38","Arrowtooth flounder","OM: Terminal SSB",143874.454990248,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",284266.998084312,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",144.018473463712,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.503666434643686,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.767360704642215,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"47","Cod","Average Catch",18181.1459152178,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"48","Cod","Catch IAV",0.236045451755933,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"49","Cod","P(Closed)",0.00025,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"50","Cod","Avg SSB Relative MSE",0.390986798699632,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0184360299712087,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"52","Cod","EM: P(Fy > Flimit)",0.0045,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"53","Cod","EM: P(SSB < SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"54","Cod","OM: P(Fy > Flimit)",0.330625,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.31,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0044375,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.6566875,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.31,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"60","Cod","OM: Terminal B",185335.642323314,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"61","Cod","OM: Terminal SSB",60158.5367858663,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"62","Cod","OM: Terminal Dynamic SB0",313394.794861341,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"63","Cod","OM: Terminal SSB Depletion",60.2187555414077,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.187599357612817,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"65","Cod","OM: Average SSB Depletion",0.288462895936678,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp245_OM","ss_run_dynamicTier3_EM","TRUE",200
