"","Species","Performance metric","ms_mod_ricker_ssp585_OM__ms_run_concmsy_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"37","Arrowtooth flounder","OM: Terminal B",32237.9758042021,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",4940.42008829728,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",140291.015335313,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",4.94536545375103,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.0349076408416316,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.256297593387603,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"47","Cod","Average Catch",16679.4990619474,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"48","Cod","Catch IAV",0.387083708217803,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"49","Cod","P(Closed)",0,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.540221411353158,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0190484823480308,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0.9483125,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.829875,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0.932625,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0.7509375,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.0165625,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.000875,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.0938125,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.014875,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"60","Cod","OM: Terminal B",70013.3011704082,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"61","Cod","OM: Terminal SSB",23007.9277748787,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",291709.764277405,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",23.0309587336123,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.0767812632461025,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.192021777829301,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ricker_ssp585_OM","ms_run_concmsy_EM","FALSE",200
