"","Species","Performance metric","ms_mod_ssp585_OM__ms_run_fb40iter_EM_FALSEregen_FALSEcap","OM","EM","Cap","nsim"
"33","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"34","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.9440625,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"35","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"36","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.039,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"37","Arrowtooth flounder","OM: Terminal B",536860.868233191,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"38","Arrowtooth flounder","OM: Terminal SSB",40250.5521454439,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",108566.196695119,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",40.2908429884323,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.36908619324064,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.401291851995971,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"47","Cod","Average Catch",16873.1240732866,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"48","Cod","Catch IAV",0.175814528736576,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"49","Cod","P(Closed)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"50","Cod","Avg SSB Relative MSE",0.493808759031238,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"51","Cod","Avg terminal SSB Relative MSE",0.101823591580498,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"52","Cod","EM: P(Fy > Flimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"53","Cod","EM: P(SSB < SSBlimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"54","Cod","OM: P(Fy > Flimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"55","Cod","OM: P(SSB < SSBlimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"60","Cod","OM: Terminal B",401284.546156887,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"61","Cod","OM: Terminal SSB",179381.954276195,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"62","Cod","OM: Terminal Dynamic SB0",259860.108782263,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"63","Cod","OM: Terminal SSB Depletion",179.561515791987,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.68488714522503,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"65","Cod","OM: Average SSB Depletion",0.600670900210514,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ssp585_OM","ms_run_fb40iter_EM","FALSE",200
