"","Species","Performance metric","ms_mod_ssp585_OM__ss_run_M_Tier3_EM_FALSEregen_TRUEcap","OM","EM","Cap","nsim"
"39","Arrowtooth flounder","OM: Terminal Dynamic SB0",108576.767318487,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"40","Arrowtooth flounder","OM: Terminal SSB Depletion",59.5277626715893,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"41","Arrowtooth flounder","OM: Terminal SSB Depletion (Dynamic)",0.547197464240701,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"42","Arrowtooth flounder","OM: Average SSB Depletion",0.687579252634832,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"43","Arrowtooth flounder","OM no F: SSB Collapse",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"44","Arrowtooth flounder","OM: SSB Collapse",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"45","Arrowtooth flounder","OM: SSB Collapse from F",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"46","Arrowtooth flounder","OM: SSB Collapse FAIL",NA,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"47","Cod","Average Catch",13949.1925224701,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"48","Cod","Catch IAV",0.255430371438878,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"49","Cod","P(Closed)",0.0136875,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"50","Cod","Avg SSB Relative MSE",0.483424817196812,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"51","Cod","Avg terminal SSB Relative MSE",0.0625808876733121,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"52","Cod","EM: P(Fy > Flimit)",0.0146875,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"53","Cod","EM: P(SSB < SSBlimit)",0.002125,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"54","Cod","OM: P(Fy > Flimit)",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"55","Cod","OM: P(SSB < SSBlimit)",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"56","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0.029375,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"57","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"58","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0.002125,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"59","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"60","Cod","OM: Terminal B",415903.014174448,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"61","Cod","OM: Terminal SSB",193314.982147376,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"62","Cod","OM: Terminal Dynamic SB0",259831.838264674,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"63","Cod","OM: Terminal SSB Depletion",193.508490638014,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"64","Cod","OM: Terminal SSB Depletion (Dynamic)",0.742146973968038,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"65","Cod","OM: Average SSB Depletion",0.6556039482989,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"66","Cod","OM no F: SSB Collapse",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"67","Cod","OM: SSB Collapse",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"68","Cod","OM: SSB Collapse from F",0,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
"69","Cod","OM: SSB Collapse FAIL",NA,"ms_mod_ssp585_OM","ss_run_M_Tier3_EM","TRUE",200
