"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
"11",0.3,0.388291049914095,0.387061257535637,NA,NA,NA,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.224166342,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"12",0.3,0.388291049914095,0.387061257535637,NA,NA,NA,0.38,0.357539623446297,0.45,0.504911,0.331932467952261,0.322491867013123,0.22127766,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218683004,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216364523,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21430242,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212475904,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210863973,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209446003,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208202198,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207113881,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206163692,0.337025173287742,0.336809359226342,0.2,0.286900834391485,0.288075113414848,0.35,0.365394948729054,0.366362247473214,NA,NA,NA
