"","Species","Performance metric","SS_OM__SS_fixM_Tier3_EM","SS_OM__SS_fixM_dynamicTier3_EM","SS_OM__SS_fixM_Cat1_EM","SS_OM__SS_fixM_dynamicCat1_EM","SS_OM__SS_fixM_Tier1_EM","SS_OM__SS_fixM_dynamicTier1_EM","SS_OM__SS_fixM_Fspr_EM","SS_OM__SS_fixM_AvgF_EM","SS_OM__SS_estM_Tier3_EM","SS_OM__SS_estM_dynamicTier3_EM","SS_OM__SS_estM_Cat1_EM","SS_OM__SS_estM_dynamicCat1_EM","SS_OM__SS_estM_Tier1_EM","SS_OM__SS_estM_dynamicTier1_EM","SS_OM__SS_estM_Fspr_EM","SS_OM__SS_estM_AvgF_EM","SSM_OM__SS_fixM_Tier3_EM","SSM_OM__SS_fixM_dynamicTier3_EM","SSM_OM__SS_fixM_Cat1_EM","SSM_OM__SS_fixM_dynamicCat1_EM","SSM_OM__SS_fixM_Tier1_EM","SSM_OM__SS_fixM_dynamicTier1_EM","SSM_OM__SS_fixM_Fspr_EM","SSM_OM__SS_fixM_AvgF_EM","SSM_OM__SS_estM_Tier3_EM","SSM_OM__SS_estM_dynamicTier3_EM","SSM_OM__SS_estM_Cat1_EM","SSM_OM__SS_estM_dynamicCat1_EM","SSM_OM__SS_estM_Tier1_EM","SSM_OM__SS_estM_dynamicTier1_EM","SSM_OM__SS_estM_Fspr_EM","SSM_OM__SS_estM_AvgF_EM","MS_OM__SS_fixM_Tier3_EM","MS_OM__SS_fixM_dynamicTier3_EM","MS_OM__SS_fixM_Cat1_EM","MS_OM__SS_fixM_dynamicCat1_EM","MS_OM__SS_fixM_Tier1_EM","MS_OM__SS_fixM_dynamicTier1_EM","MS_OM__SS_fixM_Fspr_EM","MS_OM__SS_fixM_AvgF_EM","MS_OM__SS_estM_Tier3_EM","MS_OM__SS_estM_dynamicTier3_EM","MS_OM__SS_estM_Cat1_EM","MS_OM__SS_estM_dynamicCat1_EM","MS_OM__SS_estM_Tier1_EM","MS_OM__SS_estM_dynamicTier1_EM","MS_OM__SS_estM_Fspr_EM","MS_OM__SS_estM_AvgF_EM"
"11","Pollock","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,0,0,0,0,0,0,0.000116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000348837209302326,0,0,0,0,0,0,0,0.000116279069767442,0,0,0,0,0,0,0,0.00116279069767442,0.0115116279069767,0.00488372093023256,0,0,0,0,0,0.0211627906976744
"12","Pollock","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,0.00209302325581395,0,0,0,0.000116279069767442,0,0.00558139534883721,0.0272093023255814,0.0517441860465116,0,0,0.000465116279069767,0.0115116279069767,0,0.066046511627907,0,0,0,0,0,0,0,0,0.00232558139534884,0.012093023255814,0,0,0,0.00151162790697674,0,0.0102325581395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Pollock","OM: Terminal SSB/SSBtarget",0.416636214774216,0.410646172455873,0.483931566513156,0.483009728592361,0.483229443141766,0.478699468892217,0.62774766368054,0.402426739968699,0.343113395776901,0.337916031260876,0.398815789608939,0.39740764803206,0.397052586917277,0.391322981679299,0.617857999481927,0.330423438246621,0.610929483064085,0.608964859014691,0.675161117708163,0.674488906760756,0.672662225663305,0.670694065359331,0.769200558091109,0.602641316802761,0.410299313378138,0.407423656130005,0.478155429170352,0.477212061038899,0.479392000873692,0.473257727028666,0.766885432835129,0.404375239760018,1.27168086808301,1.27957821654712,1.34685669693158,1.34612947717686,1.37663051975553,1.37538742060741,1.58185032594184,1.2634993377152,1.02197112701929,1.02472325959816,1.10881857636031,1.10786937826033,1.12434176005563,1.12354560779728,1.51787183659391,1.0131082637676
"14","Cod","Average Catch",143709.721992659,144843.219852061,123233.904204807,123294.409734503,128443.434914151,128756.823394985,103966.674565285,147531.92698232,146961.88197783,148197.331694184,127275.304700466,127502.264172574,131360.492487859,131878.253432357,94800.3481955555,152124.654702574,144337.063230492,145473.87318669,123757.386698728,123838.840297602,129147.885303779,129452.704981264,108594.391296851,148060.836780711,142432.332956277,143534.576716882,121500.044586447,121445.49881344,127178.106311109,127466.180680755,92973.4365478133,147406.379358249,153154.6651246,153433.458697814,125145.693219806,125180.984200148,131888.570823895,131914.999492253,105203.254381616,157030.622368444,158644.67466249,158613.47567542,130692.053244318,130634.319411334,136990.251530127,137220.500562675,83368.2593293623,163455.125933547
"15","Cod","Catch IAV",3239.70636455437,2355.55491501228,1257.97552707852,1145.23765686532,2259.40687615004,1711.91438513789,785.373340840466,1991.5641164144,3557.57043198743,2523.96826162053,1402.16517655463,1262.49033692112,2327.81514974977,2297.89959097062,642.906859052506,2253.63692739111,3155.28877253951,2220.50064551744,1179.7488382419,1061.10806329609,2154.94168212102,1509.72266190612,802.067480526938,1902.42579609311,2992.09886790344,2177.00705431652,1154.63634307338,1039.81925670404,2141.04362116207,1392.1219686674,597.071721821787,1922.98096416172,3686.22872987811,2805.11819085703,1487.31087735761,1360.10235274006,2465.73107827492,1652.72232681783,1003.07663455524,2429.12464396223,3783.33927749894,2891.52885116725,1571.60932465646,1444.18964387636,2469.35820318208,1791.68114280269,664.019214306593,2628.15502610897
"16","Cod","P(Closed)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Cod","Avg terminal SSB Relative MSE",0.00056953120329641,0.000620481675935626,0.000547606658145546,0.000513497090340928,0.00055154518271449,0.000508029020301233,0.000490476390062234,0.000638688302836144,0.000596738218324134,0.000578525616105923,0.000519885943791706,0.000539635624771625,0.000549169747430876,0.000559523427861969,0.000546608289483623,0.000596830829987577,0.000499082236365164,0.000509832963074795,0.000459207638870999,0.000456271641457243,0.000459558810482207,0.000461979393887774,0.000444152018212564,0.000568752321333056,0.000505106099688108,0.00048834073069824,0.00042550668154589,0.000446823941458619,0.000433372713132116,0.000450928995644054,0.00039526255435543,0.00054146987401678,0.000520791087937862,0.00052769818546388,0.000447919084166315,0.000432230633227943,0.00043612223445167,0.000474755541046667,0.000390357323716271,0.000562057643772322,0.000522436329506256,0.000534119388312849,0.000469161319367598,0.000430548933878769,0.000458086898700129,0.000442503180826124,0.000376387249673995,0.000578913517067949
"18","Cod","EM: P(Fy > Flimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Cod","EM: P(SSB < SSBlimit)",0,0,0,0,0,0,0,0.00395348837209302,0,0,0,0,0,0,0,0.00569767441860465,0,0,0,0,0,0,0,0.0027906976744186,0,0,0,0,0,0,0,0.00255813953488372,0,0,0,0,0,0,0,0.000581395348837209,0,0,0,0,0,0,0,0.000813953488372093
"20","Cod","OM: P(Fy > Flimit)",0.317073170731707,0.317073170731707,0.365853658536585,0.365853658536585,0,0,0,0,0.317073170731707,0.317073170731707,0.365853658536585,0.365853658536585,0,0,0,0,0.317073170731707,0.317073170731707,0.365853658536585,0.365853658536585,0,0,0,0,0.317073170731707,0.317073170731707,0.365853658536585,0.365853658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","Cod","OM: P(SSB < SSBlimit)",0.000116279069767442,0.000348837209302326,0,0,0,0,0,0.00383720930232558,0.000232558139534884,0.000930232558139535,0,0,0,0,0,0.0126744186046512,0.000232558139534884,0.000465116279069767,0,0,0,0,0,0.00569767441860465,0,0.000232558139534884,0,0,0,0,0,0.00534883720930233,0,0,0,0,0,0,0,0.000116279069767442,0,0,0,0,0,0,0,0.000116279069767442
"22","Cod","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","Cod","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0.317073170731707,0.317073170731707,0.365853658536585,0.365853658536585,0,0,0,0,0.317073170731707,0.317073170731707,0.365853658536585,0.365853658536585,0,0,0,0,0.317073170731707,0.317073170731707,0.365853658536585,0.365853658536585,0,0,0,0,0.317073170731707,0.317073170731707,0.365853658536585,0.365853658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Cod","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,0,0,0,0,0,0,0.00116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116279069767442,0,0,0,0,0,0,0,0.000465116279069767,0,0,0,0,0,0,0,0.000697674418604651
"25","Cod","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0.000116279069767442,0.000348837209302326,0,0,0,0,0,0.00104651162790698,0.000232558139534884,0.000930232558139535,0,0,0,0,0,0.00697674418604651,0.000232558139534884,0.000465116279069767,0,0,0,0,0,0.00290697674418605,0,0.000232558139534884,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","Cod","OM: Terminal SSB/SSBtarget",0.407198174552775,0.402476792212496,0.48967505683101,0.489465479706397,0.469338657999435,0.468619197271131,0.561780688046744,0.391005011397846,0.392872074687308,0.387508301092275,0.472997107758043,0.472312683200487,0.457247403345664,0.455499851435235,0.595420154727035,0.370155374920545,0.39840195321039,0.393630804656398,0.482722407335223,0.482499441547489,0.461482273555336,0.460776162441333,0.540490225503975,0.382305331376889,0.4065972800374,0.401954587362298,0.49150762169418,0.491753815375176,0.469217623063049,0.468776583348722,0.597600856489028,0.384845281077441,0.675628427010633,0.673035263828169,0.787215114182033,0.787320861437963,0.758332980171657,0.758902124302071,0.841010360901958,0.656957601268021,0.682374688136401,0.681921378058107,0.803482170417199,0.804098219425077,0.775930174948654,0.775290590657987,0.927159049056122,0.657101906984918
"27","Arrowtooth flounder","Average Catch",32646.272537215,32740.8993566052,24435.9001810646,24449.8018590338,28884.3303329575,28885.3933163639,30023.4315999455,32879.1479943294,33474.4132293543,33627.7412765274,25662.1965284369,25654.3023665636,29835.7034537719,29826.0670645231,28601.1323169378,33820.8299454929,37943.9217493271,37754.2003597195,27868.1318358155,27868.0775194163,32519.8609101084,32526.821727102,32619.3752357548,38068.0801843197,47245.0291941169,47449.8825788826,39868.4149535177,39887.0532412289,42037.8872865957,42099.6095246457,31061.5047339664,47900.6591708128,35159.5442186533,35144.9103822407,25673.680829646,25683.6674964225,30366.6276820142,30363.7969939306,31437.7113225504,35358.4879669322,36913.3864568801,36888.7905069188,27572.9242013312,27569.9703495901,32116.7124491347,32114.3061885645,26551.4487317303,37184.9195754801
"28","Arrowtooth flounder","Catch IAV",243.860144623129,221.872833595144,70.6823032446308,70.8195610619994,116.572949226438,115.848413856952,147.880529758683,206.024308456421,302.992325993887,265.265257420763,84.1490923015704,84.0527483302775,136.905405885291,136.136437751846,119.973763628896,248.214068668417,326.539296701402,344.374156336759,147.082068075352,147.105285593572,199.884010446526,200.438607219124,211.900304656046,307.875684309347,819.923894735125,657.13107946374,260.827681511167,259.996102384215,343.936490689478,307.252425794227,118.974186880504,644.045017426051,219.897537387586,212.398259892892,74.4901412790511,74.6785753655021,115.181164697129,114.848835524405,156.64221895512,195.059217616,255.159199852757,245.048893927781,86.1970213087922,86.4041547357716,131.473853093226,131.934519744351,90.1677099439143,228.128007638304
"29","Arrowtooth flounder","P(Closed)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Arrowtooth flounder","Avg terminal SSB Relative MSE",0.00020110659598797,0.000204779524488084,0.000143484905277324,0.000152417025057853,0.000165136203379818,0.00017225633474873,0.000168143053730947,0.000202816907784844,0.0002089884348903,0.000227814239998045,0.000178571112814933,0.000175659496992493,0.000192492380954314,0.000193400884990616,0.000177485007343615,0.000221554461207353,0.00242501171325629,0.00245047379628122,0.00324173519492358,0.00323571610685449,0.00279627773608789,0.00278125261351826,0.00283050417344342,0.00242393251303112,0.000451247535024512,0.000438903969174007,0.000329894714726923,0.000307302111149495,0.000354843251751386,0.000367517481423571,0.000244850573371468,0.000483933472821644,0.000204741756402496,0.000201300543646762,0.000145581733639629,0.000144902611533756,0.000175740772386792,0.000177184007192256,0.000175962071913421,0.00021010872502428,0.000232739583958872,0.000233586737485877,0.000167685629147398,0.00016463549093069,0.00019285404453272,0.000194220241222217,0.000157247576723306,0.000246494559332596
"31","Arrowtooth flounder","EM: P(Fy > Flimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","Arrowtooth flounder","EM: P(SSB < SSBlimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Arrowtooth flounder","OM: P(Fy > Flimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524390243902439,0.524390243902439,0.524390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","Arrowtooth flounder","OM: P(SSB < SSBlimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116279069767442,0,0,0,0,0,0.000465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Arrowtooth flounder","EM: P(Fy > Flimit) but OM: P(Fy < Flimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","Arrowtooth flounder","EM: P(Fy < Flimit) but OM: P(Fy > Flimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524390243902439,0.524390243902439,0.524390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Arrowtooth flounder","EM: P(SSB < SSBlimit) but OM: P(SSB > SSBlimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Arrowtooth flounder","EM: P(SSB > SSBlimit) but OM: P(SSB < SSBlimit)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116279069767442,0,0,0,0,0,0.000465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","Arrowtooth flounder","OM: Terminal SSB/SSBtarget",0.436099773848385,0.434184516156109,0.582178321185313,0.582010179660651,0.505479191169665,0.505511091145754,0.483433622097608,0.431853037518016,0.419775861988717,0.416559591798554,0.561069218936517,0.561243022895631,0.487976682049148,0.488339954119349,0.508641208327111,0.412978461534709,0.541107754482895,0.543253556122072,0.660759461583922,0.660733941200267,0.606518559851883,0.606438645245853,0.604337275353846,0.539800822355593,0.419393211573334,0.416242096192495,0.516760118932732,0.516577387931491,0.489180715252533,0.48841752540034,0.623217632479243,0.40995681697036,0.524884212412465,0.524208012385416,0.684896257775127,0.684698306268171,0.598178327904339,0.598234246823017,0.540117455738371,0.523317022404997,0.517819482505248,0.517717014771668,0.68108317150069,0.681285537197954,0.596464463735791,0.596564261529568,0.626218496085286,0.514746053007292
